path,name,usagov
/US FEDERAL GOVERNMENT/[usagov] Community Oriented Policing Services,[usagov] Community Oriented Policing Services,"{'name': 'Community Oriented Policing Services', 'description': 'The Office of Community Oriented Policing Services advances the practice of community policing through sharing information and making grants to police departments in the United States.', 'website': [{'link': 'http://www.cops.usdoj.gov/', 'title': 'Community Oriented Policing Services'}], 'contact': [{'link': 'http://www.cops.usdoj.gov/Default.asp?Item=256', 'title': ''}, {'link': 'http://www.cops.usdoj.gov/Default.asp?Item=256', 'title': 'Contact Community Oriented Policing Services'}], 'toll-free_number': ['1-800-421-6770'], 'email': [{'link': 'mailto:askCopsRC@usdoj.gov', 'title': ''}, {'link': 'mailto:askCopsRC@usdoj.gov', 'title': ''}], 'main_address': ['145 N St., NE', 'Washington,', 'DC', '20530']}"
/US FEDERAL GOVERNMENT/[usagov] Fulbright Foreign Scholarship Board,[usagov] Fulbright Foreign Scholarship Board,"{'name': 'Fulbright Foreign Scholarship Board', 'description': 'The Fulbright Program offers grants to study, teach and conduct research for U.S. citizens to go abroad, and non-U.S. citizens to come to the United States.', 'website': [{'link': 'https://eca.state.gov/fulbright', 'title': 'Fulbright Foreign Scholarship Board'}], 'contact': [{'link': 'https://eca.state.gov/fulbright/contact-us', 'title': ''}, {'link': 'https://eca.state.gov/fulbright/contact-us', 'title': 'Contact the Fulbright Foreign Scholarship Board'}], 'phone_number': ['1-202-632-3238'], 'email': [{'link': 'mailto:fulbright@state.gov', 'title': ''}, {'link': 'mailto:fulbright@state.gov', 'title': ''}], 'main_address': ['U.S. Department of State, SA-44', '301 4th Street SW, #664', 'Washington,', 'DC', '20547']}"
/US FEDERAL GOVERNMENT/[usagov] Nuclear Waste Technical Review Board,[usagov] Nuclear Waste Technical Review Board,"{'name': 'Nuclear Waste Technical Review Board', 'description': ""The Nuclear Waste Technical Review Board provides scientific and technical oversight of the Department of Energy's program for managing and disposing of high-level nuclear waste and spent nuclear fuel."", 'website': [{'link': 'http://www.nwtrb.gov/', 'title': 'Nuclear Waste Technical Review Board'}], 'phone_number': ['1-703-235-4473'], 'main_address': ['2300 Clarendon Blvd.', 'Suite 1300', 'Arlington,', 'VA', '22201']}"
/US FEDERAL GOVERNMENT/[usagov] Northern Border Regional Commission,[usagov] Northern Border Regional Commission,"{'name': 'Northern Border Regional Commission', 'description': 'The Northern Border Regional Commission is a federal-state partnership for economic, and community development in northern Maine, New Hampshire, Vermont, and New York.', 'website': [{'link': 'https://www.nbrc.gov/', 'title': 'Northern Border Regional Commission'}], 'phone_number': ['1-603-369-3001'], 'find_an_office_near_you': [{'link': 'https://www.nbrc.gov/content/contact', 'title': ''}, {'link': 'https://www.nbrc.gov/content/contact', 'title': 'Contact the\xa0Northern Border Regional Commission'}], 'main_address': ['James Cleveland Federal Building, Suite 1201', '53 Pleasant Street', 'Concord,', 'NH', '03301']}"
/US FEDERAL GOVERNMENT/[usagov] Natural Resources Conservation Service,[usagov] Natural Resources Conservation Service,"{'name': 'Natural Resources Conservation Service', 'description': 'The Natural Resources Conservation Service works with landowners for conservation planning and assistance to foster healthy ecosystems.', 'website': [{'link': 'https://www.nrcs.usda.gov/', 'title': 'Natural Resources Conservation Service'}], 'contact': [{'link': 'https://www.nrcs.usda.gov/contact', 'title': ''}, {'link': 'https://www.nrcs.usda.gov/contact', 'title': 'Contact the Natural Resources Conservation Service'}], 'phone_number': ['1-202-720-4527'], 'find_an_office_near_you': [{'link': 'https://www.nrcs.usda.gov/contact/find-a-service-center', 'title': ''}, {'link': 'https://www.nrcs.usda.gov/contact/find-a-service-center', 'title': 'Find a Service Center Near You'}], 'main_address': ['14th and Independence Ave., SW', 'Room 5109-S', 'Washington,', 'DC', '20250']}"
/US FEDERAL GOVERNMENT/[usagov] National War College,[usagov] National War College,"{'name': 'National War College', 'description': 'The National War College educates future leaders of the Armed Forces, State Department, and other civilian agencies through the study of national security strategy.', 'website': [{'link': 'https://www.ndu.edu/Academics/CollegesCenters/NationalWarCollege.aspx', 'title': 'National War College'}], 'contact': [{'link': 'https://nwc.ndu.edu/Contact/', 'title': ''}, {'link': 'https://nwc.ndu.edu/Contact/', 'title': 'Contact the National War College'}], 'phone_number': ['1-202-685-3674'], 'main_address': ['300 D St., SW', 'Fort Lesley J. McNair', 'Washington,', 'DC', '20319-4078']}"
/US FEDERAL GOVERNMENT/[usagov] Uniformed Services University of the Health Sciences,[usagov] Uniformed Services University of the Health Sciences,"{'name': 'Uniformed Services University of the Health Sciences', 'description': 'The Uniformed Services University of the Health Sciences is comprised of a School of Medicine and a School of Nursing, providing higher health sciences education and training to service members.', 'website': [{'link': 'https://www.usuhs.edu/', 'title': 'Uniformed Services University of the Health Sciences'}], 'contact': [{'link': 'https://www.usuhs.edu/contact-us', 'title': ''}, {'link': 'https://www.usuhs.edu/contact-us', 'title': 'Contact the Uniformed Services University of the Health Sciences'}], 'phone_number': ['1-301-295-3013', '1-301-295-3383 (Admissions)'], 'email': [{'link': 'mailto:webmaster@usuhs.edu', 'title': ''}, {'link': 'mailto:webmaster@usuhs.edu', 'title': ''}], 'main_address': ['4301 Jones Bridge Rd.', 'Bethesda,', 'MD', '20814']}"
/US FEDERAL GOVERNMENT/[usagov] Unified Combatant Commands,[usagov] Unified Combatant Commands,"{'name': 'Unified Combatant Commands', 'description': 'The Unified Combatant Commands promote effective and efficient cooperation between the uniformed services.', 'website': [{'link': 'https://www.defense.gov/', 'title': 'Unified Combatant Commands'}], 'contact': [{'link': 'https://www.defense.gov/Contact/', 'title': ''}, {'link': 'https://www.defense.gov/Contact/', 'title': 'Contact the Unified Combatant Commands'}], 'phone_number': ['1-703-571-3343'], 'main_address': ['1400 Defense Pentagon', 'Washington,', 'DC', '20301-1400']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Transportation Command,[usagov] U.S. Transportation Command,"{'name': 'U.S. Transportation Command', 'description': 'The U.S. Transportation Command provides transportation services and capabilities to the other combatant commands, the military services, and defense agencies..', 'website': [{'link': 'https://www.ustranscom.mil/', 'title': 'Transportation Command'}], 'contact': [{'link': 'https://www.ustranscom.mil/cmd/associated.cfm', 'title': ''}, {'link': 'https://www.ustranscom.mil/cmd/associated.cfm', 'title': 'Contacts for Industry Partners, U.S. Transportation Command'}], 'phone_number': ['1-618-220-4999'], 'main_address': ['US Transportation Command', 'Scott Air Force Base,', 'IL', '62225-5357']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Nuclear Regulatory Commission,[usagov] U.S. Nuclear Regulatory Commission,"{'name': 'U.S. Nuclear Regulatory Commission', 'description': 'The Nuclear Regulatory Commission regulates commercial nuclear power plants, and other uses of nuclear materials.', 'website': [{'link': 'http://www.nrc.gov/', 'title': 'Nuclear Regulatory Commission (NRC)'}], 'contact': [{'link': 'http://www.nrc.gov/about-nrc/contactus.html', 'title': ''}, {'link': 'http://www.nrc.gov/about-nrc/contactus.html', 'title': 'Contact the Nuclear Regulatory Commission'}], 'phone_number': ['1-301-415-7000', '1-301-816-5100 (Report Safety or Security Concerns)'], 'toll-free_number': ['1-800-368-5642', '1-800-695-7403 (Report Safety or Security Concerns)'], 'tty': ['1-301-415-5575'], 'main_address': ['Nuclear Regulatory Commission', 'Washington,', 'DC', '20555-0001']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Northern Command,[usagov] U.S. Northern Command,"{'name': 'U.S. Northern Command', 'description': 'The Northern Command is responsible for defending the continental United States and Alaska, and for coordinating with the defenses of Canada, Mexico, and the Bahamas.', 'website': [{'link': 'https://www.northcom.mil/', 'title': 'Northern Command'}], 'contact': [{'link': 'https://www.northcom.mil/Contact.aspx', 'title': ''}, {'link': 'https://www.northcom.mil/Contact.aspx', 'title': 'Contact the Northern Command'}], 'phone_number': ['1-719-554-6889', '1-719-556-7321 (Peterson Operator)'], 'email': [{'link': 'mailto:nc.pa.omb@northcom.mil', 'title': ''}, {'link': 'mailto:nc.pa.omb@northcom.mil', 'title': ''}], 'main_address': ['250 Vandenburg', 'Suite B016', 'Peterson AFB,', 'CO', '80914-3808']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Navy,[usagov] U.S. Navy,"{'name': 'U.S. Navy', 'description': ""The Navy's primary mission is to defend the United States."", 'website': [{'link': 'https://www.navy.mil/', 'title': 'U.S. Navy'}], 'contact': [{'link': 'https://www.navy.mil/Resources/Contact-Us/', 'title': 'Contact the U.S. Navy'}, {'link': 'https://www.navy.com/contact', 'title': 'E-mail a Navy Recruiter'}], 'toll-free_number': ['1-800-872-6289'], 'find_an_office_near_you': [{'link': 'https://www.navy.mil/Resources/Frequently-Asked-Questions/', 'title': 'Navy Personnel Locator'}, {'link': 'https://www.navy.com/local', 'title': 'Find a Navy Recruiter Near You'}, {'link': 'https://www.cnic.navy.mil/Map/', 'title': 'Find Navy Installations'}], 'main_address': ['1000 Navy Pentagon', 'Washington,', 'DC', '20350-1200']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Mission to the United Nations,[usagov] U.S. Mission to the United Nations,"{'name': 'U.S. Mission to the United Nations', 'description': ""The U.S. Mission to the United Nations carries out the nation's participation in the world body."", 'website': [{'link': 'https://usun.usmission.gov/', 'title': 'U.S. Mission to the United Nations'}], 'contact': [{'link': 'https://usun.usmission.gov/mission/contact-us/', 'title': ''}, {'link': 'https://usun.usmission.gov/mission/contact-us/', 'title': 'Contact the U.S. Mission to the United Nations'}], 'phone_number': ['1-212-415-4062'], 'main_address': ['799 United Nations Plaza', 'New York,', 'NY', '10017']}"
/US FEDERAL GOVERNMENT/[usagov] Committee on Foreign Investment in the United States,[usagov] Committee on Foreign Investment in the United States,"{'name': 'Committee on Foreign Investment in the United States', 'description': 'The Committee on Foreign Investment in the United States reviews transactions that could result in control of a U.S. business by a foreign person.', 'website': [{'link': 'http://www.treasury.gov/about/organizational-structure/offices/International-Affairs/Pages/cfius-index.aspx', 'title': 'Committee on Foreign Investment in the United States'}], 'phone_number': ['1-202-662-2000'], 'main_address': ['1500 Pennsylvania Ave., NW', 'Washington,', 'DC', '20220']}"
/US FEDERAL GOVERNMENT/[usagov] Committee for the Implementation of Textile Agreements,[usagov] Committee for the Implementation of Textile Agreements,"{'name': 'Committee for the Implementation of Textile Agreements', 'description': 'The Committee for the Implementation of Textile Agreements works on textile trade policy, and textile trade agreements.', 'website': [{'link': 'http://otexa.trade.gov/cita_otexa.htm', 'title': 'Committee for the Implementation of Textile Agreements'}], 'contact': [{'link': 'https://www.trade.gov/about-us/otexa-contact-us', 'title': ''}, {'link': 'https://www.trade.gov/about-us/otexa-contact-us', 'title': 'Contact the Committee for the Implementation of Textile Agreements'}], 'main_address': ['International Trade Administration', 'Office of Textiles and Apparel', '1401 Constitution Ave., NW', 'Washington,', 'DC', '20230']}"
/US FEDERAL GOVERNMENT/[usagov] Commission on Civil Rights,[usagov] Commission on Civil Rights,"{'name': 'Commission on Civil Rights', 'description': 'The U.S. Commission on Civil Rights is an independent, bipartisan agency charged with monitoring federal civil rights enforcement.', 'website': [{'link': 'http://www.usccr.gov', 'title': 'Commission on Civil Rights'}], 'contact': [{'link': 'https://www.usccr.gov/contact/offices', 'title': ''}, {'link': 'https://www.usccr.gov/contact/offices', 'title': 'Contact the Commission on Civil Rights'}], 'phone_number': ['1-202-376-7700', '1-202-376-8513 (Complaint Referrals)'], 'toll-free_number': ['1-800-552-6843 (Complaint Referrals)'], 'tty': ['1-202-376-8116 (Complaint Referral)'], 'email': [{'link': 'mailto:referrals@usccr.gov', 'title': ''}, {'link': 'mailto:referrals@usccr.gov', 'title': ''}], 'main_address': ['Public Affairs Unit', '624 9th St., NW', 'Washington,', 'DC', '20425']}"
